Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
250812,The Happiness Hypothesis: Putting Ancient Wisdom to the Test of Modern Science,Jonathan Haidt,"Haidt, Jonathan",,"=""0099478897""","=""9780099478898""",0,4.08,Arrow,Paperback,297,2007,2006,,2011/12/09,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
9744812,Flourish: A Visionary New Understanding of Happiness and Well-Being,Martin E.P. Seligman,"Seligman, Martin E.P.",,"=""1439190755""","=""9781439190753""",0,3.84,Free Press,Hardcover,349,2011,2011,,2011/12/08,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
34987,Four Days with Dr Deming,William J. Latzko,"Latzko, William J.","David M. Saunders, W. Edwards Deming","=""0201633663""","=""9780201633665""",0,4.37,Prentice Hall,Paperback,256,1995,1995,,2011/12/08,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
9489505,At Home: A Short History of Private Life,Bill Bryson,"Bryson, Bill",,"=""0552772550""","=""9780552772556""",3,3.97,Black Swan,Paperback,700,2011,2010,2011/11/23,2011/11/12,,,read,,,,1,,,0,,,,,
598268,A Mind of Its Own: How Your Brain Distorts and Deceives,Cordelia Fine,"Fine, Cordelia",,"=""1840467983""","=""9781840467987""",4,3.86,Icon Books,Paperback,246,2007,2005,2011/11/07,2009/11/09,,,read,Even if it's ridden with language I did find challenging Cordelia presents the quirks of our brain in a really compelling way and clearly lays out the way our minds work beyond our cognition. Simply a must read if you want to understand how our minds work.,,,1,,,1,2009/01/01,,Brand new,,
2652751,Kluge: The Haphazard Construction of the Human Mind,Gary F. Marcus,"Marcus, Gary F.",,"=""0618879641""","=""9780618879649""",0,3.81,Houghton Mifflin Harcourt,Hardcover,224,2008,2008,,2011/11/02,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005696""","=""9780060005696""",0,3.84,Harper Perennial,Paperback,265,2005,2004,,2011/11/02,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,"Godin, Seth",,"=""159184021X""","=""9781591840213""",0,3.77,Portfolio Hardcover,Hardcover,160,2003,2003,,2011/11/02,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
113086,Agile Project Management with Scrum,Ken Schwaber,"Schwaber, Ken",,"=""073561993X""","=""9780735619937""",2,3.71,Microsoft Press,Paperback,188,2004,2001,,2011/11/02,,,read,,,,1,,,0,,,,,
313605,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton","=""0140157352""","=""9780140157352""",0,3.94,Penguin Group,Paperback,224,1991,1981,,2011/11/02,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
4989687,Who: The A Method for Hiring,Geoff Smart,"Smart, Geoff",Randy Street,"=""0345504194""","=""9780345504197""",0,3.93,Ballantine Books,Hardcover,208,2008,2008,,2011/11/02,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2011/11/02,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
4485966,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,"Colvin, Geoff",,"=""1591842247""","=""9781591842248""",0,3.92,Portfolio,Hardcover,240,2008,2008,,2011/11/02,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",0,4.00,HarperBusiness,Paperback,211,2006,2006,,2011/11/02,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
566574,Out of the Crisis,W. Edwards Deming,"Deming, W. Edwards",,"=""0262541157""","=""9780262541152""",0,3.97,MIT Press,Paperback,524,2000,1982,,2011/11/02,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
168962,"Crucial Confrontations: Tools for Resolving Broken Promises, Violated Expectations, and Bad Behavior",Kerry Patterson,"Patterson, Kerry","Joseph Grenny, Ron McMillan, Al Switzler","=""0071446524""","=""9780071446525""",4,4.07,McGraw-Hill Companies,Paperback,280,2004,2004,2011/11/02,2011/10/06,,,read,"Another very good book guiding how to handle difficult conversations with respect in a constructive way. It has an interesting model and one that can easily be put into practice. I still prefer the ""Difficult Conversations"" book as it provides more in-depth examples.",,,1,,,1,2011/10/01,,Brand new,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,3.99,William Morrow,Hardcover,268,2006,2005,,2011/10/26,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Микола Климчук,"=""0393316041""","=""9780393316049""",0,4.26,W. W. Norton & Company,Paperback,391,1997,1985,,2011/10/26,,,read,,,,1,,,0,,,,,
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",4,4.02,Penguin Group,Paperback,352,1988,1987,,2011/10/26,,,read,,,,1,,,0,,,,,
914027,Made to Stick: Why Some Ideas Take Hold and Others Come Unstuck,Dan Heath,"Heath, Dan",Chip Heath,"=""009950569X""","=""9780099505693""",4,3.96,Arrow,Paperback,323,2008,2006,2011/10/17,2011/03/13,,,read,"A simple and potent framework for creating ideas that have a good chance to stick. Full of interesting and relevant stories, after all that's how you make the ideas stick, even if they are about sticky ideas.",,,1,,Yves Hanoulle,1,2011/01/01,,Brand new,,
7520418,What the Dog Saw: And Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0141044802""","=""9780141044804""",4,3.85,Penguin Books Ltd,Paperback,410,2010,2009,2011/09/29,2010/05/10,,,read,"Lots of really nice stories, not many with totally new ideas but a few gems nevertheless, like the title story. Well worth a read.",,,1,,,1,2010/05/19,Amazon,Brand new,,
271495,To Engineer Is Human: The Role of Failure in Successful Design,Henry Petroski,"Petroski, Henry",,"=""0679734163""","=""9780679734161""",4,3.70,Vintage,Paperback,251,1992,1985,2011/09/16,2010/08/13,,,read,"Learning from failure seems to work well for structural engineering. I'm not convinced it applies to software so well. Still the book is really interesting, well written and has interesting examples and good thoughts. I particularly liked the idea that if something has never failed it is most likely over-engineered.",,,1,,,0,,,,,
1848873,Shakespeare: The World as a Stage,Bill Bryson,"Bryson, Bill",,"=""000719790X""","=""9780007197903""",0,3.80,Harper Perennial,Paperback,200,2008,2007,,2011/08/24,,,read,,,,1,,,0,,,,,
849047,The Life and Times of the Thunderbolt Kid: Travels through My Childhood,Bill Bryson,"Bryson, Bill",,"=""0552772542""","=""9780552772549""",0,3.91,Black Swan,Paperback,404,2007,2006,,2011/08/24,,,read,,,,1,,,0,,,,,
28,Notes from a Small Island,Bill Bryson,"Bryson, Bill",,"=""0380727501""","=""9780380727506""",0,3.91,William Morrow Paperbacks,Paperback,324,1997,1995,,2011/08/24,,,read,,,,1,,,0,,,,,
386196,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""0385408188""","=""9780385408189""",0,4.20,Doubleday,Hardcover,515,2003,2003,,2011/08/24,,,read,,,,1,,,0,,,,,
838584,"God Bless You, Mr Rosewater",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,3.94,Vintage Classics,Paperback,167,1992,1965,,2011/08/24,,,read,,,,1,,,0,,,,,
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",0,3.86,Dial Press,Paperback,324,1999,1985,,2011/08/24,,,read,,,,1,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",0,4.14,Gollancz,Paperback,224,1999,1959,,2011/08/24,,,read,,,,1,,,0,,,,,
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,4.07,Dell Publishing,Paperback,303,1999,1973,,2011/08/24,,,read,,,,1,,,0,,,,,
786269,"Slaughterhouse-Five, or The Children's Crusade: A Duty Dance with Death",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Ethan Hawke,"=""0060573775""","=""9780060573775""",0,4.08,Caedmon,Audio CD,0,2003,1969,,2011/08/24,,,read,,,,1,,,0,,,,,
386411,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""038533348X""","=""9780385333481""",5,4.16,Dial Press,Paperback,287,1998,1963,,2011/08/24,,,read,,,,1,,,0,,,,,
8266727,REST in Practice: Hypermedia and Systems Architecture,Jim Webber,"Webber, Jim","Savas Parastatidis, Ian Robinson","=""0596805829""","=""9780596805821""",0,3.83,O'Reilly Media,Paperback,448,2010,2010,,2011/08/24,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
2962025,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0141034599""","=""9780141034591""",5,3.95,Penguin,Paperback,480,2010,2007,2011/08/24,2009/12/14,,,read,"Smart, challenging, thought-provoking book. In software development we have, for some time now, seen people waking up from the fallacies they have surrounded themselves with especial with regards to planning and estimation. To realise very similar mechanisms at play in economics is quite fascinating. There is still plenty I have to digest to begin a deeper understanding of Taleb's thinking but I now feel I am on the right path.",,,1,,,0,,,,,
14016,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton,"Patton, Bruce","Douglas Stone, Sheila Heen","=""014027782X""","=""9780140277821""",5,4.05,Penguin,Paperback,250,2000,1999,2011/06/16,2011/06/16,bookclub,bookclub (#6),read,"Now, just practice, practice, practice",,,1,,,1,2011/06/03,,Brand new,,
10284614,The Clean Coder: A Code of Conduct for Professional Programmers,Robert C. Martin,"Martin, Robert C.",,"=""0137081073""","=""9780137081073""",0,4.28,Pearson,Paperback,210,2011,2011,,2011/06/16,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
255127,The Fifth Discipline: The Art & Practice of The Learning Organization,Peter M. Senge,"Senge, Peter M.",,"=""0385517254""","=""9780385517256""",4,3.91,Crown Business,Paperback,464,2006,1990,2011/06/07,2011/02/28,,,read,"As Jurgen said, there are some nuggets of gold in this literary swamp ;) Part III is a must read. Brilliant.",,,1,,,0,,,,,
10040649,The Choice,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",,"=""0884271935""","=""9780884271932""",0,4.23,North River Press,,240,2010,2008,,2011/05/29,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
12545,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0141007451""","=""9780141007458""",3,4.05,Penguin,Paperback,304,2004,2003,2011/04/20,2011/04/15,,,read,,,,1,,,1,2011/01/01,,Brand new,,
4268826,"Growing Object-Oriented Software, Guided by Tests",Steve  Freeman,"Freeman, Steve",Nat Pryce,"=""0321503627""","=""9780321503626""",3,4.19,Addison-Wesley Professional,Paperback,345,2009,2009,2011/04/15,2009/11/23,,,read,,,,1,,,1,,,Brand new,,
9411146,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""184767769X""","=""9781847677693""",4,3.94,Canongate Books,Paperback,242,2011,2009,2011/04/07,2011/03/13,bookclub,bookclub (#4),read,"Fascinating and frustrating. Frustrating for that such books need to be written and so many people do not get the Motivation 3.0 OS. Fascinating for all the research, experiments and knowledge about how our intrinsic and extrinsic motivation works.",,,1,,,1,2011/03/10,Amazon,Brand new,,
9266037,The Entrepreneur's Guide to Customer Development: A cheat sheet to The Four Steps to the Epiphany,Brant Cooper,"Cooper, Brant",Patrick Vlaskovits,"=""0982743602""","=""9780982743607""",3,4.00,Cooper-Vlaskovits,Paperback,104,2010,2010,2011/02/14,2011/02/14,bookclub,bookclub (#5),read,,,,1,,,1,,,Brand new,,
811882,Seeing the Forest for the Trees: A Manager's Guide to Applying Systems Thinking,Dennis Sherwood,"Sherwood, Dennis",,"=""185788311X""","=""9781857883114""",4,3.88,Nicholas Brealey,Paperback,228,2002,2002,2011/03/21,2011/02/28,bookclub,bookclub (#3),read,,,,1,,,0,,,,,
2501828,I Hate Presentations: Transform the Way You Present with a Fresh and Powerful Approach,James Caplin,"Caplin, James",,"=""1841128090""","=""9781841128092""",4,4.20,John Wiley & Sons,Paperback,206,2008,2008,2011/03/11,2010/05/19,,,read,"Concise, relevant and modern. Great way to apply the Dreyfus model to creating presentations and getting much better at it. I like how it resonates with the work of Seth Godin.",,,1,,,1,2010/05/19,Amazon,Brand new,,
6582184,Agile Coaching,Rachel Davies,"Davies, Rachel",Liz Sedley,"=""1934356433""","=""9781934356432""",4,3.91,Pragmatic Bookshelf,Paperback,250,2009,2009,2011/02/28,2009/11/23,,,read,"Excellent guide to coaching full of all the essential basics, practical tips, real stories and useful references. ",,,1,,,1,2010/01/01,,Brand new,,
1362511,The Machine That Changed The World,James P. Womack,"Womack, James P.","Daniel T. Jones, Daniel Roos","=""1847370551""","=""9781847370556""",0,4.04,Simon & Schuster Ltd,Paperback,,2007,1990,,2009/11/12,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
5292423,Do Polar Bears Get Lonely?: And 101 Other Intriguing Science Questions,New Scientist,"Scientist, New",Mick O'Hare,"=""1846681308""","=""9781846681301""",0,3.60,Profile Books,Paperback,224,2008,2008,,2009/11/09,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
475655,Design Patterns Explained: A New Perspective on Object-Oriented Design,Alan Shalloway,"Shalloway, Alan",James R. Trott,"=""0201715945""","=""0785342715941""",4,3.88,Addison-Wesley Professional,Paperback,334,2001,2001,2011/02/10,2011/02/04,,,read,,,,1,,,0,,,,,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",3,4.24,New Riders Publishing,Paperback,201,2005,2000,2010/11/01,2009/11/09,,,read,,,,2,,,1,,Amazon,Brand new,,
8086552,Kanban: Successful Evolutionary Change for Your Technology Business,David J. Anderson,"Anderson, David J.",,"=""0984521402""","=""9780984521401""",4,3.98,Blue Hole Press,Paperback,262,2010,2010,2011/01/27,2010/05/10,bookclub,bookclub (#2),read,"Great as introduction to Kanban, good stories from traditional organisations, broad references but some advice lacked context.",,,1,,,1,,,Brand new,,
1383877,Freedom From Command And Control: A Better Way To Make The Work Work,John Seddon,"Seddon, John",,"=""0954618300""","=""9780954618308""",5,4.15,Vanguard Consulting Ltd,Paperback,,2003,2003,2011/01/14,2010/08/13,,,read,It's not possible to give a succinct summary of this excellent book - changes your thinking for ever and reveals all the sins of command & control.,,,1,,,1,,,Brand new,,
4651502,Forms That Work: Designing Web Forms for Usability,Caroline Jarrett,"Jarrett, Caroline",Gerry Gaffney,"=""1558607102""","=""9781558607101""",4,3.87,Morgan Kaufmann,Paperback,199,,2008,2010/12/20,2010/12/08,bookclub,bookclub (#1),read,,,,1,,,1,,,Brand new,,
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",0,4.35,"Oxford University Press, USA",Hardcover,552,1979,1978,,2010/12/22,to-read,to-read (#4),to-read,,,,0,,,1,,,unspecified,,
336258,Information Dashboard Design: The Effective Visual Communication of Data,Stephen Few,"Few, Stephen",,"=""0596100167""","=""9780596100162""",0,4.02,O'Reilly Media,Paperback,224,2006,2010,,2010/11/26,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
7117789,Pomodoro Technique Illustrated,Staffan Nöteberg,"Nöteberg, Staffan",,"=""1934356506""","=""9781934356500""",4,3.81,Pragmatic Bookshelf,Paperback,144,2010,2009,2010/10/06,2010/09/10,,,read,"Great way to keep focus, eliminate the cost of context switching and actually achieve more in a day. ",,,1,,,0,,,,,
3828382,Tribes: We Need You to Lead Us,Seth Godin,"Godin, Seth",,"=""1591842336""","=""9781591842330""",4,3.81,Portfolio,Hardcover,151,2008,2008,2010/10/05,2010/10/04,,,read,You can lead. It is your choice. We need you. The only thing stopping you is fear - irrational fear. Break the status quo. Read this book.,,,1,,,0,,,,,
98233,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,"Livingston, Jessica",,"=""1590597141""","=""9781590597149""",4,3.97,Apress,Hardcover,456,2007,2001,2010/09/28,2010/09/10,,,read,"Good, varied stories, source of inspiration and insight into what starting a company and succeeding is really about.",,,1,,,0,,,,,
428595,Groovy in Action,Dierk König,"König, Dierk","Andrew Glover, Paul King, Guillaume Laforge, Jon Skeet, James Gosling","=""1932394842""","=""9781932394849""",0,3.93,Manning Publications,Paperback,696,2007,2007,,2010/09/10,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
683165,The Definitive Guide to Grails,Graeme Rocher,"Rocher, Graeme",,"=""1590597583""","=""9781590597583""",2,3.58,Apress,Paperback,360,2006,2006,2010/09/10,2010/09/02,,,read,"As usual, too low information density for my liking and slightly too much noise but nevertheless a useful intro to Grails. Now I need to read the second edition.",,,1,,,0,,,,,
7003902,97 Things Every Programmer Should Know: Collective Wisdom from the Experts,Kevlin Henney,"Henney, Kevlin",Stephen P. Berczuk,"=""0596809484""","=""9780596809485""",5,3.65,"O'Reilly Media, Inc.",Paperback,258,2010,2010,2010/09/07,2010/05/11,,,read,,,,1,,,1,,,Brand new,,
6713575,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,"Seibel, Peter",,"=""1430219483""","=""9781430219484""",4,3.94,Apress,Paperback,632,2009,2009,2010/09/02,2010/01/29,,,read,Excellent insight into the work of some of the best programmers.,,,1,,,0,,,,,
1915308,I Want You to Cheat!: The Unreasonable Guide to Service and Quality in Organisations,John Seddon,"Seddon, John",,"=""095197310X""","=""9780951973103""",4,4.07,Vanguard Consulting Ltd,Paperback,160,1992,1992,2010/09/02,2010/08/13,,,read,,,,1,,,0,,,,,
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.02,University of Chicago Press,Paperback,226,1996,1962,,2010/08/31,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
112239,"The Art of Computer Programming, Volumes 1-3 Boxed Set",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201485419""","=""9780201485417""",0,4.49,Addison-Wesley Professional,Boxed Set - Hardcover,896,1998,1998,,2010/08/20,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
1001414,Conversational Learning: An Experiential Approach to Knowledge Creation,Ann C. Baker,"Baker, Ann C.",David A. Kolb,"=""1567204988""","=""9781567204988""",0,4.00,Praeger,Hardcover,248,2002,2002,,2010/07/17,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
1256245,Experiential Learning: Experience as the Source of Learning and Development,David A. Kolb,"Kolb, David A.",,"=""0132952610""","=""9780132952613""",0,3.96,FT Press,Paperback,288,1983,1983,,2010/07/17,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
389185,"The Accelerated Learning Handbook: A Creative Guide to Designing and Delivering Faster, More Effective Training Programs",Dave Meier,"Meier, Dave",,"=""0071355472""","=""0639785317050""",0,3.95,McGraw-Hill Companies,Hardcover,304,2000,2000,,2010/07/17,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
7155145,Linchpin: Are You Indispensable?,Seth Godin,"Godin, Seth",,"=""1591843162""","=""9781591843160""",4,3.83,Portfolio,Hardcover,244,2010,2010,2010/07/17,2010/06/16,,,read,"Strange, I really feel like I'm already following Seth's advice yet still have far to go to do art! Read it to become an indispensable linchpin.",,,1,,,0,,,,,
32994,Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,"Semler, Ricardo",,"=""0712678867""","=""9780712678865""",5,4.07,Random House,Paperback,336,2001,1988,2010/06/12,2010/06/01,,,read,"Excellent and inspiring book. Excellent not for its style (yet it reads very well) but primarily for the ideas. The best antidote to aged, obsolete yet still omnipresent command & control management style. Semco is the place you want to work in. I'm sorry Henry Ford, I'm sorry Frederick Winslow Taylor - you were just simply plain wrong.",,,1,,,0,,,,,
1400993,Smart and Gets Things Done: Joel Spolsky's Concise Guide to Finding the Best Technical Talent,Joel Spolsky,"Spolsky, Joel",,"=""1590598385""","=""9781590598382""",4,4.00,Apress,Paperback,200,2007,2007,2010/06/02,2010/06/01,,,read,,,,1,,,0,,,,,
67833,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,"Beck, Kent",Cynthia Andres,"=""0321278658""","=""9780321278654""",5,4.10,Addison-Wesley Professional,Paperback,224,2004,1999,2010/05/27,2010/01/19,,,read,,,,1,,,0,,,,,
70156,Patterns of Enterprise Application Architecture,Martin Fowler,"Fowler, Martin","David Rice, Matthew Foemmel, Edward Hieatt, Robert Mee, Randy Stafford","=""0321127420""","=""9780321127426""",0,4.11,Addison-Wesley Professional,Hardcover,533,2002,2002,,2010/05/20,,,read,,,,1,,,1,2010/03/17,Pearson,Brand new,,
6790801,How to Manage: The Art of Making Things Happen,Jo Owen,"Owen, Jo",,"=""0273726986""","=""9780273726982""",0,3.94,Pearson/Education,Paperback,291,2009,2006,,2009/11/09,to-read,to-read (#10),to-read,,,,0,,,1,2010/03/05,,Brand new,,
4757075,Open Space Technology: A User's Guide,Harrison Owen,"Owen, Harrison",,"=""1576754766""","=""9781576754764""",0,4.16,Berrett-Koehler Publishers,Paperback,198,2008,1993,,2010/05/19,to-read,to-read (#32),to-read,,,,0,,,1,2010/05/19,Amazon,Brand new,,
7950745,Agile Product Management with Scrum: Creating Products That Customers Love,Roman Pichler,"Pichler, Roman",,"=""0321605780""","=""9780321605788""",4,3.83,Addison-Wesley Professional,Paperback,133,2010,2008,2010/05/17,2010/05/11,,,read,Really good guide to the role of Product Owner and approach to project management in Scrum.,,,1,,,0,,,,,
433176,The Trusted Advisor,David H. Maister,"Maister, David H.","Robert M. Galford, Charles H. Green","=""0743207769""","=""9780743207768""",4,3.79,Simon & Schuster,Paperback,240,2009,1998,2010/05/12,2010/04/15,,,read,"An invaluable amalgamation of essential techniques for trust building - very insightful, very challenging.",,,1,,,0,,,,,
7992960,Driving Technical Change,Terrence Ryan,"Ryan, Terrence",,"=""1934356603""","=""9781934356609""",0,3.17,Pragmatic Bookshelf,Paperback,200,2010,2010,2010/05/11,2010/04/09,,,read,,,,1,,,0,,,,,
6575122,"How to Lead: What You Actually Need to Do to Manage, Lead and Succeed",Jo Owen,"Owen, Jo",,"=""027372150X""","=""9780273721505""",4,3.87,Pearson/Education,Paperback,296,2009,2005,2009/08/01,2009/11/09,,,read,,,,1,,,0,,,,,
2197895,Simplicity,Edward de Bono,"Bono, Edward de",,"=""0670870129""","=""9780670870127""",0,3.72,Penguin Putnam~childrens Hc,Hardcover,320,1998,1993,,2010/04/23,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
6443938,Bridging the Communication Gap: Specification by Example and Agile Acceptance Testing,Gojko Adzic,"Adzic, Gojko",,"=""0955683610""","=""9780955683619""",0,4.06,Neuri Limited,Paperback,284,2009,2009,,2010/04/03,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
7912517,Seven Languages in Seven Weeks,Bruce A. Tate,"Tate, Bruce A.",,"=""193435659X""","=""9781934356593""",0,3.97,Pragmatic Bookshelf,Paperback,328,2010,2010,,2010/03/29,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
1016081,Good to Great: Why Some Companies Make the Leap...And Others Don't,James C. Collins,"Collins, James C.",,"=""0060794410""","=""9780060794415""",0,4.13,HarperAudio,Audio CD,8,2005,2001,,2010/03/29,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
474175,The Goal A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0566086654""","=""9780566086656""",4,4.07,Routledge,Paperback,,2004,1984,2010/03/28,2010/03/23,,,read,TOC,,,1,,Marc Johnson,0,,,,,
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.46,MIT Press,Paperback,657,1996,1984,,2010/03/26,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
6142482,Elements of Programming,Alexander Stepanov,"Stepanov, Alexander",Paul McJones,"=""032163537X""","=""9780321635372""",0,4.00,Addison-Wesley Professional,Hardcover,262,2009,2009,,2010/03/26,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.09,Addison-Wesley Professional,Paperback,216,2002,2002,,2010/03/23,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",0,4.14,Pearson,Paperback,464,2004,2004,,2010/03/23,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.25,Addison-Wesley Professional,Hardcover,431,1999,1999,,2009/11/09,,,read,,,,1,,,1,,,Brand new,,
85012,"Enterprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions",Gregor Hohpe,"Hohpe, Gregor",Bobby Woolf,"=""0321200683""","=""0785342200683""",0,4.11,Addison-Wesley Professional,Hardcover,736,2003,2003,,2010/03/23,,,read,,,,1,,,1,2010/03/23,,Brand new,,
349417,Implementing Lean Software Development: From Concept to Cash,Mary Poppendieck,"Poppendieck, Mary",Tom Poppendieck,"=""0321437381""","=""9780321437389""",5,4.19,Addison-Wesley Professional,Paperback,276,2006,2006,2009/01/01,2009/11/09,,,read,,,,1,,,1,2010/03/23,,Brand new,,
6075251,Inside the Microsoft® Build Engine: Using MSBuild and Team Foundation Build: Using MSBuild and Team Foundation Build,Sayed Ibrahim Hashimi,"Hashimi, Sayed Ibrahim",William Bartholomew,"=""0735626286""","=""9780735626287""",3,3.50,Microsoft Press,Paperback,432,2009,2009,2010/03/10,2010/03/09,,,read,It was useful. Good background on the subject and although some parts were too simplistic overall the coverage of the key aspects is good. I might keep using it for a while as a handy reference.,,,1,,,0,,,,,
46451,Agile Modeling: Effective Practices for Extreme Programming and the Unified Process,Scott W. Ambler,"Ambler, Scott W.",Ron Jeffries,"=""0471202827""","=""9780471202820""",0,3.62,Wiley,Paperback,400,2002,2002,,2010/03/09,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
1501427,Managing The Design Factory:  A Product Developer's Toolkit,Donald G. Reinertsen,"Reinertsen, Donald G.",,"=""0684839911""","=""9780684839912""",0,4.20,Free Press,Hardcover,288,1997,1997,,2010/03/07,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
134501,"Developing Products in Half the Time: New Rules, New Tools",Preston G. Smith,"Smith, Preston G.",Donald G. Reinertsen,"=""0471292524""","=""9780471292524""",5,4.05,Wiley,Hardcover,320,1997,1991,2010/03/06,2010/01/28,,,read,Outstanding. This book is packed with rules and tools to accelerate product development. Without a single direct reference to IT this book explains the essence of Agile and Lean in a buzzword free way.,,,1,,,0,,,,,
