Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1958355,101 Things I Learned in Architecture School,Matthew Frederick,"Frederick, Matthew",,"=""0262062666""","=""9780262062664""",5,4.07,MIT Press,Hardcover,212,2007,2006,,2022/01/29,,,read,,,,1,,,0,,,,,
35307758,Empowering Leadership of Tomorrow,Ryszard Praszkier,"Praszkier, Ryszard",,"=""1108433804""","=""9781108433808""",0,0.0,Cambridge University Press,Paperback,262,2017,,,2022/01/25,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
33206,"The Minto Pyramid Principle: Logic in Writing, Thinking, & Problem Solving",Barbara Minto,"Minto, Barbara",,"=""0960191038""","=""9780960191031""",0,3.95,Minto International,Hardcover,254,1996,1987,,2022/01/21,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
204687,Spiral Dynamics,Don Edward Beck,"Beck, Don Edward",Christopher C. Cowan,"=""1405133562""","=""9781405133562""",0,4.23,Wiley-Blackwell,Paperback,352,2005,2005,,2022/01/12,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
39699,Mintzberg on Management: Inside Our Strange World of Organizations,Henry Mintzberg,"Mintzberg, Henry",,"=""0029213711""","=""9780029213711""",0,4.01,Free Press,Hardcover,418,1989,1989,,2022/01/06,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
13426205,The End of Leadership,Barbara Kellerman,"Kellerman, Barbara",,"=""0062069160""","=""9780062069160""",0,3.65,Harper Business,Hardcover,256,2012,2012,,2022/01/05,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
42935084,"Wisdom, Analytics and Wicked Problems: Integral Decision Making for the Data Age (The Practical Wisdom in Leadership and Organization Series)",Ali Intezari,"Intezari, Ali",David Pauleen,"=""""","=""""",0,0.0,Gower,Kindle Edition,217,2018,,,2022/01/04,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
22249666,"Yes, And: How Improvisation Reverses ""No, But"" Thinking and Improves Creativity and Collaboration--Lessons from The Second City",Kelly Leonard,"Leonard, Kelly",Tom Yorton,"=""0062248545""","=""9780062248541""",0,3.67,Harper Business,Hardcover,240,2015,2015,,2022/01/04,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.17,Crown Business,Hardcover,195,2014,2014,,2021/12/21,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.83,Portfolio Penguin,Hardcover,288,2018,2018,,2021/12/20,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
67482,The Third Wave,Alvin Toffler,"Toffler, Alvin",,"=""0688035973""","=""9780688035976""",0,3.95,William Morrow & Company,Unknown Binding,544,1980,1980,,2021/12/13,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
11242857,Agile Software Development with Distributed Teams: Staying Agile in a Global World,Jutta Eckstein,"Eckstein, Jutta",,"=""0932633714""","=""9780932633712""",0,3.26,"Dorset House Publishing Company, Incorporated",Paperback,249,2010,2009,,2021/12/12,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
12228097,"The Chimp Paradox: The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happiness",Steve   Peters,"Peters, Steve",,"=""009193558X""","=""9780091935580""",0,3.98,Vermilion,Paperback,346,2012,2012,,2021/12/11,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
17396014,The Year Without Pants: WordPress.com and the Future of Work,Scott Berkun,"Berkun, Scott",,"=""1118660633""","=""9781118660638""",0,3.82,Jossey-Bass,Hardcover,272,2013,2013,,2021/12/11,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.33,"Farrar, Straus and Giroux",Hardcover,704,2021,2021,,2021/12/10,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
33514477,One Mission: How Leaders Build a Team of Teams,Chris Fussell,"Fussell, Chris",Charles Goodyear,"=""1524780138""","=""9781524780135""",0,3.92,Books on Tape,Audio CD,,2017,,,2021/11/12,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.14,Penguin Press,Hardcover,481,2017,2017,,2021/10/21,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
54149286,Dynamic Reteaming: The Art and Wisdom of Changing Teams,Heidi Helfand,"Helfand, Heidi",,"=""""","=""""",0,3.82,,Kindle Edition,,2020,,,2021/10/06,currently-reading,currently-reading (#9),currently-reading,,,,1,,,0,,,,,
51949252,"What's Your Problem?: To Solve Your Toughest Problems, Change the Problems You Solve",Thomas Wedell-Wedellsborg,"Wedell-Wedellsborg, Thomas",,"=""""","=""""",0,4.33,Harvard Business Review Press,Kindle Edition,232,2020,2020,,2021/10/15,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
55683075,The Habit of Excellence: Why British Army Leadership Works,Lt Col Langley Sharp,"Sharp, Lt Col Langley",,"=""0241507502""","=""9780241507506""",0,4.27,Penguin Business,Hardcover,320,2021,,,2021/10/14,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
26150770,"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,"Carroll, Sean",,"=""0525954821""","=""9780525954828""",0,4.19,Dutton,Hardcover,480,2016,2016,,2021/10/05,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
17060202,This Is Lean: Resolving the Efficiency Paradox,Niklas Modig,"Modig, Niklas",,"=""919803930X""","=""9789198039306""",0,4.18,Rheologica Publishing,Paperback,172,2012,2011,,2021/08/23,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
55813487,Cynefin - Weaving Sense-Making into the Fabric of Our World,Dave Snowden,"Snowden, Dave","Zhen Goh, Sue Borchardt, Riva Greenberg, Boudewijn Bertsch, Sonja Blignaut","=""1735379905""","=""9781735379906""",0,4.00,Cognitive Edge - The Cynefin Co.,Paperback,376,2020,,,2021/08/22,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Yates),"Yates), Culadasa (John","Matthew Immergut, Jeremy Graves, John Yates","=""0990847705""","=""9780990847700""",0,4.15,Dharma Treasure Press,Paperback,504,2015,2015,,2021/08/22,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
26085550,The Burnout Society,Byung-Chul Han,"Han, Byung-Chul",,"=""""","=""""",0,3.95,Stanford Briefs,Kindle Edition,68,2015,2010,,2021/02/25,currently-reading,currently-reading (#8),currently-reading,,,,1,,,0,,,,,
24263081,Cierpliwość Maigreta,Georges Simenon,"Simenon, Georges",Joanna Kluza,"=""8385661883""","=""9788385661887""",0,3.89,Prószyński i S-ka,Paperback,140,1995,1965,,2021/08/12,,,read,,,,1,,,0,,,,,
34451081,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""""","=""""",4,4.15,Basic Books,Kindle Edition,369,2013,1988,2021/07/14,2019/11/08,,,read,,,,1,,,0,,,,,
54326146,A World Without Email: Reimagining Work in an Age of Communication Overload,Cal Newport,"Newport, Cal",,"=""0525536558""","=""9780525536550""",0,3.93,Portfolio,Hardcover,320,2021,2021,,2021/07/07,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
55339408,Noise: A Flaw in Human Judgment,Daniel Kahneman,"Kahneman, Daniel","Olivier Sibony, Cass R. Sunstein","=""0316451401""","=""9780316451406""",0,3.65,"Little, Brown Spark",Hardcover,454,2021,2021,,2021/06/23,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,"=""0670026557""","=""9780670026555""",0,4.07,Viking,Hardcover,320,2013,2013,,2021/06/21,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
44649332,Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""""","=""""",0,4.28,IT Revolution Press,Kindle Edition,240,2019,2019,,2020/05/27,currently-reading,currently-reading (#7),currently-reading,,,,1,,,0,,,,,
19062008,SYSTEMANTICS. THE SYSTEMS BIBLE,John Gall,"Gall, John",D.H. Gall,"=""""","=""""",4,3.99,GENERAL SYSTEMANTICS PRESS,Kindle Edition,316,2012,1977,2021/05/21,2021/03/18,,,read,,,,1,,,0,,,,,
127087,Designing Organizations for High Performance (Prentice Hall Organizational Development Series),David P. Hanna,"Hanna, David P.",,"=""0201126931""","=""9780201126938""",0,3.75,FT Press,Paperback,216,1988,1988,,2021/05/03,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
34627866,Transforming Organizations: One Process at a Time,Kathryn A. LeRoy,"LeRoy, Kathryn A.",,"=""1138197726""","=""9781138197725""",0,5.00,CRC Press,Paperback,228,2017,,,2021/05/03,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.01,Tor Books,Hardcover,384,2006,2006,,2021/04/27,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
20756874,Change Anything: The New Science of Personal Success,Kerry Patterson,"Patterson, Kerry",Joseph Grenny,"=""""","=""""",0,3.85,Piatkus,Kindle Edition,264,2011,2011,,2021/04/13,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
48807537,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""""","=""""",3,3.67,Fourth Estate,Kindle Edition,240,2020,2020,2021/04/01,2021/01/28,,,read,Sometimes we need someone else's sorry to recognise our own for what it is.,,,1,,,0,,,,,
42776548,Brave New Work: Are You Ready to Reinvent Your Organization?,Aaron Dignan,"Dignan, Aaron",,"=""""","=""""",0,4.17,Penguin,Kindle Edition,304,2019,2019,,2019/12/19,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
21455287,Six Simple Rules: How to Manage Complexity without Getting Complicated,Yves Morieux,"Morieux, Yves",Peter Tollman,"=""""","=""""",4,3.92,Harvard Business Review Press,Kindle Edition,240,2014,2014,2021/01/04,2018/11/12,,,read,,,,1,,,0,,,,,
13041257,Crucial Conversations Tools for Talking When Stakes Are High,Kerry Patterson,"Patterson, Kerry","Joseph Grenny, Ron McMillan, Al Switzler","=""""","=""""",0,4.04,,Kindle Edition,288,,2001,,2020/11/12,,,read,,,,1,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",3,4.39,Pearson,Paperback,464,2008,2007,2009/12/28,2009/11/09,,,read,,,,2,,,0,,,,,
6743843,Leading Lean Software Development: Results Are Not the Point,Mary Poppendieck,"Poppendieck, Mary",Tom Poppendieck,"=""0321620704""","=""9780321620705""",0,4.21,Addison-Wesley Professional,Paperback,278,2009,2009,,2010/02/23,"stopped, to-read","stopped (#2), to-read (#171)",to-read,,,,0,,,1,2010/03/23,,Brand new,,
6571744,Influence: The Psychology of Persuasion (Collins Business Essentials),Robert B. Cialdini,"Cialdini, Robert B.",,"=""""","=""""",0,4.19,HarperCollins,Kindle Edition,281,2009,1984,,2013/01/29,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
1358917,Interpersonal Conflict,William W. Wilmot,"Wilmot, William W.",Joyce L. Hocker,"=""007231253X""","=""9780072312539""",0,3.91,McGraw-Hill Humanities/Social Sciences/Languages,Paperback,,2000,1978,,2013/03/16,"stopped, to-read","stopped (#1), to-read (#169)",to-read,,,,0,,,0,,,,,
50890734,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0857522418""","=""9780857522412""",4,4.31,Doubleday,Paperback,464,2019,2019,2020/10/28,2020/06/26,,,read,"I always enjoy Bill's story telling and this book is no different. No so much perhaps ""a guide for occupants"" though as a wonderful collection of anecdotes and stories about the past and present of our knowledge (and lack thereof) of the human body.  ",,,1,,,0,,,,,
6665149,"Change Your Questions, Change Your Life: 10 Powerful Tools for Life and Work",Marilee G. Adams,"Adams, Marilee G.",Marshall Goldsmith,"=""1576756009""","=""9781576756003""",0,3.86,Berrett-Koehler Publishers,Paperback,240,2009,2009,,2020/10/21,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
665548,The Hidden Harmony: Discourses on the Fragments of Heraclitus,Osho,"Osho, Osho",,"=""3893381104""","=""9783893381104""",0,4.31,Rebel Pub. House,Hardcover,233,1991,1976,,2020/10/09,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
34023151,"Financial Intelligence, Revised Edition: A Manager's Guide to Knowing What the Numbers Really Mean",Karen Berman,"Berman, Karen",Joe Knight,"=""1422144127""","=""9781422144121""",0,4.04,Harvard Business Review Press,ebook,272,2013,2006,,2019/06/11,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
41013786,How Could This Happen?: Managing Errors in Organizations,Jan Hagen,"Hagen, Jan",,"=""""","=""""",0,4.67,Palgrave Macmillan,Kindle Edition,292,2018,,,2020/09/24,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
8310410,Multipliers: How the Best Leaders Make Everyone Smarter,Liz Wiseman,"Wiseman, Liz",Greg McKeown,"=""0061964395""","=""9780061964398""",0,3.97,HarperBusiness,Hardcover,268,2010,2010,,2020/09/24,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
5948619,Clean Language: Revealing Metaphors and Opening Minds,Wendy Sullivan,"Sullivan, Wendy",Judy Rees,"=""1845901258""","=""9781845901257""",0,4.25,Crown House Publishing,Paperback,235,2008,2008,,2020/09/24,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
37007697,"Humble Leadership: The Power of Relationships, Openness, and Trust",Edgar H. Schein,"Schein, Edgar H.",,"=""1523095385""","=""9781523095384""",0,3.74,Berrett-Koehler Publishers,Paperback,192,2018,2018,,2020/09/24,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",3,3.81,Back Bay Books,Paperback,277,2001,1945,2020/07/01,2020/06/18,,,read,,,,1,,,0,,,,,
43920010,Leadership is Language: How Small Changes in What You Say Can Make a Huge Difference to Your Team’s Results,L. David Marquet,"Marquet, L. David",,"=""""","=""""",5,4.09,Penguin,Kindle Edition,272,2020,2020,2020/09/24,2020/05/18,,,read,,,,1,,,0,,,,,
29238799,Pre-Suasion: A Revolutionary Way to Influence and Persuade,Robert B. Cialdini,"Cialdini, Robert B.",,"=""1501109790""","=""9781501109799""",0,4.00,Simon  Schuster,Hardcover,432,2016,2016,,2020/09/21,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.38,Avery,Kindle Edition,319,2018,2018,,2020/07/16,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,"=""150114331X""","=""9781501143311""",0,4.02,Simon & Schuster,Hardcover,335,2018,2018,,2020/06/26,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
7015403,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""159285849X""","=""9781592858491""",0,4.23,Hazelden Publishing,Paperback,137,2010,2010,,2020/05/27,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
40109367,Dare to Lead,Brené Brown,"Brown, Brené",,"=""147356252X""","=""9781473562523""",0,4.17,Ebury Digital,ebook,332,2018,2018,,2020/05/27,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
17316682,Remote: Office Not Required,David Heinemeier Hansson,"Hansson, David Heinemeier","Jason Fried, Rebecca Lowman","=""0804148996""","=""9780804148993""",0,3.79,Random House Audio,Audiobook,4,2013,2013,,2020/05/18,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
40275161,"The Fearless Organization: Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth",Amy C. Edmondson,"Edmondson, Amy C.",,"=""1119477247""","=""9781119477242""",0,4.00,Wiley,Hardcover,233,2018,2018,,2020/05/18,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
40044731,Agendashift: Outcome-oriented change and continuous transformation,Mike  Burrows,"Burrows, Mike",Daniel Mezick,"=""""","=""""",0,4.08,New Generation Publishing,Kindle Edition,164,2018,,,2020/05/18,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
143877,Freedom from the Known,Jiddu Krishnamurti,"Krishnamurti, Jiddu",,"=""0060648082""","=""9780060648084""",0,4.25,HarperOne ,Paperback,128,2009,1969,,2020/04/16,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
31850765,Energy and Civilization: A History,Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.12,The MIT Press,Hardcover,568,2017,2017,,2020/03/11,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
27774752,Self-Reg: How to Help Your Child (and You) Break the Stress Cycle and Successfully Engage with Life,Stuart Shanker,"Shanker, Stuart",,"=""1594206090""","=""9781594206092""",0,4.15,Penguin Press,Hardcover,320,2016,,,2020/03/06,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
18296785,Doktryna Jakości,Andrzej Blikle,"Blikle, Andrzej",,"=""""","=""""",0,4.35,,ebook,410,2013,2013,,2020/01/16,currently-reading,currently-reading (#5),currently-reading,,,,1,,,0,,,,,
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.31,PublicAffairs,Kindle Edition,290,2014,,,2020/01/14,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
34014216,Emotional Intelligence: Resilience,Daniel Goleman,"Goleman, Daniel","Jeffrey A. Sonnenfeld, Shawn Achor","=""1633693236""","=""9781633693234""",0,3.78,Harvard Business Review Press,Paperback,128,2017,2017,,2020/01/13,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,"Sandberg, Sheryl",Adam M. Grant,"=""0753548283""","=""9780753548288""",0,3.85,WH Allen,Paperback,240,2017,2017,,2020/01/12,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
16056939,Fear Your Strengths: What You Are Best at Could Be Your Biggest Problem,Robert E. Kaplan,"Kaplan, Robert E.",Robert B. Kaiser,"=""1609949048""","=""9781609949044""",0,3.66,Berrett-Koehler Publishers,Hardcover,120,2013,2013,,2020/01/12,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
49037,Courageous Follower: Standing Up to & for Our Leaders,Ira Chaleff,"Chaleff, Ira",,"=""157675247X""","=""9781576752470""",0,3.70,Berrett-Koehler Publishers,Paperback,272,2003,2003,,2020/01/08,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
19214007,Finite and Infinite Games,James P. Carse,"Carse, James P.",,"=""""","=""""",5,3.85,Free Press,Kindle Edition,162,2011,1986,2019/12/30,2019/12/13,,,read,,,,1,,,0,,,,,
196016,Images of Organization,Gareth Morgan,"Morgan, Gareth",,"=""1412939798""","=""9781412939799""",0,3.92,"Sage Publications, Inc",Paperback,520,2006,1986,,2019/12/19,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
619723,The Knowledge-Creating Company: How Japanese Companies Create the Dynamics of Innovation,Ikujiro Nonaka,"Nonaka, Ikujiro",Hirotaka Takeuchi,"=""0195092694""","=""9780195092691""",0,3.93,"Oxford University Press, USA",Hardcover,304,1995,1991,,2019/12/13,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.11,Simon  Schuster Audio,Audio CD,592,2017,2011,,2019/12/12,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
42435545,Think Like Amazon: 50 1/2 Ideas to Become a Digital Leader,John Rossman,"Rossman, John",,"=""1260455491""","=""9781260455496""",0,4.13,McGraw-Hill Education,Hardcover,320,2019,,,2019/12/09,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
27418306,Zone to Win: Organizing to Compete in an Age of Disruption,Geoffrey A. Moore,"Moore, Geoffrey A.",,"=""""","=""""",0,3.89,Diversion Books,Kindle Edition,113,2015,,,2019/11/20,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
8295595,Living with Complexity,Donald A. Norman,"Norman, Donald A.",,"=""0262014866""","=""9780262014861""",0,3.83,The MIT Press,Hardcover,298,2010,2010,,2019/11/07,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
2482877,Breakthroughs! How the Vision and Drive of Innovators in Sixteen Companies Created Commercial Breakthroughs that Swept the World,John M. Ketteringham,"Ketteringham, John M.",P. Ranganath Nayak,"=""0892562943""","=""9780892562947""",0,3.20,Rawson Assoc,Hardcover,371,1986,1986,,2019/11/07,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
37850908,Factfulness: Ten Reasons We're Wrong About The World - And Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""""","=""""",5,4.36,Sceptre,Kindle Edition,353,2018,2018,2019/10/27,2018/07/01,,,read,,,,1,,,0,,,,,
30899720,"The Art of Action: How Leaders Close the Gaps between Plans, Actions and Results",Stephen Bungay,"Bungay, Stephen",,"=""""","=""""",4,4.33,Nicholas Brealey Publishing,Kindle Edition,306,2011,2010,2019/10/09,2016/04/14,,,read,,,,1,,,0,,,,,
46200427,"7 Rules for Positive, Productive Change: Micro Shifts, Macro Results",Esther Derby,"Derby, Esther",,"=""""","=""""",4,4.36,Berrett-Koehler Publishers,Kindle Edition,193,2019,2019,2019/10/25,2019/10/09,,,read,,,,1,,,0,,,,,
39863447,"Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,"Bahcall, Safi",,"=""1250185963""","=""9781250185969""",0,4.01,St. Martin's Press,Hardcover,368,2019,2019,,2019/10/11,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.02,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/09/25,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
44573628,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,"=""0393652246""","=""9780393652246""",0,4.13,W. W. Norton  Company,Hardcover,387,2019,2019,,2019/09/25,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
18940735,The Deadline: A Novel About Project Management,Tom DeMarco,"DeMarco, Tom",,"=""""","=""""",4,4.17,Dorset House Publishing,Kindle Edition,310,2011,1997,2019/06/16,2018/04/23,,,read,,,,1,,,0,,,,,
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.19,Grand Central Publishing,Hardcover,296,2016,2016,,2019/09/16,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
972957,"Logical Self Defense (Key Titles In Rhetoric, Argumentation, And Debates Series)",Ralph H. Johnson,"Johnson, Ralph H.",,"=""1932716181""","=""9781932716184""",0,4.05,International Debate Education Association,Paperback,,2006,1983,,2019/09/16,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
3367558,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",,"=""1578645018""","=""9781578645015""",0,4.42,Walsworth Publishing,Hardcover,532,2005,2005,,2019/09/12,"currently-reading, bookclub","currently-reading (#4), bookclub (#7)",currently-reading,,,,1,,,0,,,,,
25275394,The Innovation Funnel: Planning Change in Any Organization,David O'Sullivan,"O'Sullivan, David",Lawrence Dooley,"=""""","=""""",0,3.67,National University of Ireland Galway,Kindle Edition,83,2015,2015,,2019/09/15,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
931812,Designing Effective Organizations: How to Create Structured Networks,Michael Goold,"Goold, Michael",Andrew Campbell,"=""0787960640""","=""9780787960643""",0,3.53,John Wiley & Sons,Hardcover,,2002,2002,,2019/09/04,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
45767533,Resilient Management,Lara   Hogan,"Hogan, Lara",,"=""1937557820""","=""9781937557829""",2,4.43,A Book Apart,Paperback,105,2019,,2019/08/15,2019/08/09,,,read,"There are some nice gems in the book and I really appreciate Lara putting this together in a well structured and concise way. I particularly enjoyed the focus on folk's needs, the framing on a manager's job in the four dimensions (mentoring, coaching, sponsoring and feedback) and reminders about underrepresented groups. I have found other tools (like the RACI matix, or the Tuckman model) outdated, irrelevant and sometimes dangerous. I would have loved more nuanced approach which reflected the nature of organisations as complex adaptive systems. I also felt the book was grounded more in Orange mindset (from the reinventing organisations model) and had hoped it would lean towards Green or Teal.",,,1,,,0,,,,,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2019/08/08,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
32726691,Storm in a Teacup: The Physics of Everyday Life,Helen Czerski,"Czerski, Helen",,"=""""","=""""",3,4.03,Transworld Digital,Kindle Edition,282,2016,2017,2019/07/31,2017/09/23,,,read,,,,1,,,0,,,,,
34616805,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""""","=""""",4,4.23,O'Reilly Media,Kindle Edition,244,2017,2017,2019/07/31,2017/09/11,,,read,,,,1,,,0,,,,,
35486450,O tyranii. Dwadzieścia lekcji z dwudziestego wieku,Timothy Snyder,"Snyder, Timothy",Bartłomiej Pietrzyk,"=""8324042261""","=""9788324042265""",4,4.19,Znak,Paperback,128,2017,2017,,2019/07/16,,,read,,,,1,,,0,,,,,
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",0,4.18,Yaknyam Press,Paperback,190,2018,2018,,2019/07/07,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
8869406,Better: A Surgeon's Notes on Performance,Atul Gawande,"Gawande, Atul",,"=""""","=""""",4,4.24,,Kindle Edition,292,,2007,2019/06/26,2012/03/23,,,read,,,,1,,,0,,,,,
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,"=""0805095152""","=""9780805095159""",0,4.46,Metropolitan Books,Hardcover,282,2014,2014,,2019/06/04,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
19016615,Pietr the Latvian (Inspector Maigret #1),Georges Simenon,"Simenon, Georges",David Bellos,"=""""","=""""",0,3.47,Penguin,Kindle Edition,176,2013,1931,2019/05/20,2019/04/26,,,read,,,,1,,,0,,,,,
